mscore_id,page_index,width,height,num_staves
sq9790696,0020,11398,536,6
sq9790696,0021,8522,727,4
sq9790696,0022,10057,607,5
sq9790696,0023,8534,677,4
sq9790696,0024,8539,721,4
sq9790696,0025,8186,650,4
sq9790696,0026,10444,558,5
sq9790696,0027,8888,502,5
sq9790696,0028,10076,570,5
sq9790696,0029,9692,548,5
sq9790696,0030,10586,574,5
sq9790696,0031,10359,559,5
sq9790696,0032,10349,558,5
sq9790696,0033,9146,580,5
sq9137469,0001,8230,580,4
sq9137469,0002,10362,568,5
sq9137469,0003,9908,668,5
sq9137469,0004,9488,556,5
sq9137469,0005,10002,660,5
sq9137469,0006,9837,645,5
sq9137469,0007,10423,585,5
sq9137469,0008,10511,594,5
sq9137469,0009,9816,595,5
sq9137469,0010,8526,679,4
sq9137469,0011,8521,698,4
sq9137469,0012,8133,612,4
sq9137469,0013,9917,561,5
sq9137469,0014,10076,650,5
sq9137469,0015,10375,544,5
sq9137469,0016,10437,573,5
sq9137469,0017,10174,548,5
sq9137469,0018,9535,546,5
sq9137469,0019,9688,634,5
sq9137469,0020,9625,520,5
sq9137469,0021,8162,627,4
sq9137469,0022,8403,681,4
sq9137469,0023,8380,676,4
sq9137469,0024,8530,668,4
sq9137469,0025,8287,668,4
sq9137469,0026,8355,642,4
sq9137469,0027,10105,585,5
sq9137469,0028,10240,590,5
sq9137469,0029,10258,588,5
sq9137469,0030,10046,665,5
sq9137469,0031,10094,581,5
sq9137469,0032,9804,530,5
sq9137469,0033,9841,539,5
sq9137469,0034,8534,681,4
sq9137469,0035,10315,602,5
sq9137469,0036,8292,671,4
sq9137469,0037,8229,696,4
sq9137469,0038,8286,663,4
sq8885439,0001,8057,573,4
sq8885439,0002,9329,547,5
sq8885439,0003,10387,580,5
sq8885439,0004,9858,563,5
sq8885439,0005,8530,662,4
sq8885439,0006,10035,528,5
sq8885439,0007,10038,580,5
sq8885439,0008,9612,537,5
sq8885439,0009,9987,583,5
sq8885439,0010,8431,698,4
sq8885439,0011,8423,666,4
sq8885439,0012,8194,621,4
sq8885439,0013,10134,585,5
sq8885439,0014,10162,582,5
sq8885439,0015,10361,592,5
sq8885439,0016,10122,539,5
sq8885439,0017,8238,651,4
sq8885439,0018,8386,665,4
sq8885439,0019,9510,528,5
sq8885439,0020,10172,568,5
sq8885439,0021,10087,560,5
sq8885439,0022,8492,697,4
sq8885439,0023,10604,634,5
sq8885439,0024,8391,626,4
sq8885439,0025,10359,563,5
sq8885439,0026,10509,578,5
sq8885439,0027,10362,578,5
sq8885439,0028,10034,588,5
sq8885439,0029,9978,536,5
sq8885439,0030,10086,533,5
sq8885439,0031,9344,520,5
sq8885439,0032,9530,637,5
sq8885439,0033,8441,686,4
sq8885439,0034,8432,651,4
sq7362818,0001,8007,641,4
sq7362818,0002,9827,655,5
sq7362818,0003,9915,540,5
sq7362818,0004,10059,581,5
sq7362818,0005,10427,613,5
sq7362818,0006,10332,571,5
sq7362818,0007,9534,650,5
sq7362818,0008,10097,559,5
sq7362818,0009,8544,678,4
sq7362818,0010,8465,700,4
sq7362818,0011,8324,692,4
sq7362818,0012,8400,646,4
sq7362818,0013,9148,553,5
sq7362818,0014,10060,614,5
sq7362818,0015,10186,603,5
sq7362818,0016,9774,538,5
sq7362818,0017,9261,648,5
sq7362818,0018,10181,576,5
sq7362818,0019,10478,601,5
sq7362818,0020,10197,583,5
sq7362818,0021,8486,707,4
sq7362818,0022,8385,634,4
sq7362818,0023,10019,560,5
sq7362818,0024,10499,600,5
sq7362818,0025,9399,637,5
sq7362818,0026,9847,564,5
sq7362818,0027,10340,557,5
sq7362818,0028,9622,674,5
sq7362818,0029,9799,586,5
sq7362818,0030,9717,598,5
sq7362818,0031,10226,551,5
sq7362818,0032,10109,614,5
sq7362818,0033,9468,518,5
sq7362818,0034,10097,536,5
sq7362818,0035,10064,585,5
sq7362818,0036,8522,712,4
sq7362818,0037,8544,649,4
sq7362818,0038,8460,666,4
sq7358708,0001,10201,476,5
sq7358708,0002,10395,549,5
sq7358708,0003,10735,493,6
sq7358708,0004,8499,624,4
sq7358708,0005,10498,551,5
sq7358708,0006,10403,544,5
sq7358708,0007,11684,481,6
sq7358708,0008,10135,484,5
sq7358708,0009,10567,540,5
sq7358708,0010,10141,518,5
sq7358708,0011,10431,532,5
sq7358708,0012,10305,594,5
sq7358708,0013,10493,524,5
sq7358708,0014,10485,539,5
sq7358708,0015,8448,696,4
sq7358708,0016,10164,501,5
sq7358708,0017,10562,530,5
sq7358708,0018,10421,519,5
sq7358708,0019,11661,472,6
sq7358708,0020,8534,626,4
sq7358708,0021,10651,560,5
sq7358708,0022,10471,521,5
sq7358708,0023,10521,551,5
sq7358708,0024,10477,529,5
sq7358708,0025,10489,538,5
sq7358708,0026,10633,538,5
sq7358708,0027,10277,538,5
sq7358708,0028,10296,530,5
sq7358708,0029,11513,462,6
sq7358579,0001,8087,595,4
sq7358579,0002,9578,558,5
sq7358579,0003,10085,525,5
sq7358579,0004,9307,613,5
sq7358579,0005,10468,578,5
sq7358579,0006,10551,582,5
sq7358579,0007,9601,518,5
sq7358579,0008,10492,587,5
sq7358579,0009,8440,662,4
sq7358579,0010,8463,717,4
sq7358579,0011,8470,659,4
sq7358579,0012,8526,633,4
sq7358579,0013,8129,671,4
sq7358579,0014,9256,594,5
sq7358579,0015,9920,530,5
sq7358579,0016,10424,570,5
sq7358579,0017,10476,571,5
sq7358579,0018,10171,560,5
sq7358579,0019,10200,581,5
sq7358579,0020,10220,578,5
sq7358579,0021,10585,579,5
sq7358579,0022,10112,546,5
sq7358579,0023,9823,532,5
sq7358579,0024,10364,619,5
sq7358579,0025,6253,812,3
sq7358579,0026,8288,652,4
sq7358579,0027,6405,891,3
sq7358579,0028,9340,514,5
sq7358579,0029,10333,558,5
sq7358579,0030,9483,514,5
sq7358579,0031,10186,594,5
sq7358579,0032,9723,563,5
sq7358579,0033,10514,591,5
sq7358579,0034,10112,589,5
sq7358579,0035,10455,553,5
sq7358579,0036,8696,546,5
sq14720995,0001,8036,633,4
sq14720995,0002,8396,690,4
sq14720995,0003,8373,652,4
sq14720995,0004,8473,673,4
sq14720995,0005,8423,735,4
sq14720995,0006,8370,683,4
sq14720995,0007,8366,667,4
sq14720995,0008,8516,656,4
sq14720995,0009,8098,633,4
sq14720995,0010,9821,649,5
sq14720995,0011,8503,667,4
sq14720995,0012,8259,664,4
sq14720995,0013,8308,669,4
sq14720995,0014,6231,839,3
sq14720995,0015,8391,688,4
sq14720995,0016,8516,669,4
sq14720995,0017,8355,649,4
sq14720995,0018,10147,682,5
sq14720995,0019,9941,668,5
sq14720995,0020,9621,647,5
sq14720995,0021,10187,589,5
sq14720995,0022,8486,712,4
sq14720995,0023,8534,628,4
sq14720995,0024,8524,680,4
sq14720995,0025,8477,654,4
sq7434431,0001,7490,612,4
sq7434431,0002,10066,537,5
sq7434431,0003,8359,689,4
sq7434431,0004,8516,721,4
sq7434431,0005,10051,678,5
sq7434431,0006,7940,639,4
sq7434431,0007,8189,691,4
sq7434431,0008,8457,723,4
sq7434431,0009,7877,649,4
sq7434431,0010,8168,682,4
sq7434431,0011,8341,721,4
sq7434431,0012,8313,686,4
sq7434431,0013,7912,658,4
sq7434431,0014,8135,674,4
sq7434431,0015,8446,697,4
sq7434431,0016,8208,701,4
sq7434431,0017,4272,951,2
sq10406164,0001,8230,602,4
sq10406164,0002,10216,585,5
sq10406164,0003,9715,556,5
sq10406164,0004,10443,713,5
sq10406164,0005,9763,576,5
sq10406164,0006,10299,591,5
sq10406164,0007,9822,640,5
sq10406164,0008,10233,583,5
sq10406164,0009,9410,589,5
sq10406164,0010,10339,545,5
sq10406164,0011,8312,654,4
sq10406164,0012,9332,527,5
sq10406164,0013,9807,577,5
sq10406164,0014,10037,543,5
sq10406164,0015,8047,646,4
sq10406164,0016,9965,575,5
sq10406164,0017,8377,704,4
sq10406164,0018,8319,684,4
sq10406164,0019,8229,654,4
sq10406164,0020,9954,545,5
sq10406164,0021,10267,712,5
sq10406164,0022,10121,567,5
sq10406164,0023,8242,660,4
sq10406164,0024,8151,668,4
sq10406164,0025,8460,683,4
sq10406164,0026,8448,683,4
sq9631717,0001,7879,552,4
sq9631717,0002,9403,622,5
sq9631717,0003,11571,514,6
sq9631717,0004,9652,526,5
sq9631717,0005,8522,708,4
sq9631717,0006,10453,577,5
sq9631717,0007,10511,642,5
sq9631717,0008,11810,566,6
sq9631717,0009,9526,616,5
sq9631717,0010,11372,466,6
sq9631717,0011,6403,823,3
sq9631717,0012,9651,531,5
sq9631717,0013,9582,661,5
sq9631717,0014,8506,685,4
sq9631717,0015,8328,627,4
sq9631717,0016,8025,618,4
sq9631717,0017,8484,671,4
sq9631717,0018,10041,564,5
sq9631717,0019,10294,540,5
sq9631717,0020,8479,635,4
sq9631717,0021,8534,700,4
sq9631717,0022,8459,660,4
sq9631717,0023,8087,683,4
sq9631717,0024,10087,523,5
sq9631717,0025,9997,537,5
sq9631717,0026,10214,545,5
sq9631717,0027,9534,535,5
sq9631717,0028,10183,580,5
sq9631717,0029,9841,610,5
sq9631717,0030,9965,551,5
sq9631717,0031,9886,549,5
sq9631717,0032,10043,522,5
sq9631717,0033,9143,522,5
sq9631717,0034,9889,549,5
sq9631717,0035,10414,549,5
sq9631717,0036,10122,539,5
sq9631717,0037,10367,554,5
sq9631717,0038,10483,534,5
sq9631717,0039,9825,553,5
sq9631717,0040,10028,543,5
sq9631717,0041,10310,557,5
sq9631717,0042,8949,499,5
sq9631717,0043,8130,652,4
sq9631717,0044,10301,528,5
sq9631717,0045,8098,706,4
sq9146376,0001,10119,486,5
sq9146376,0002,10546,564,5
sq9146376,0003,10581,538,5
sq9146376,0004,10405,540,5
sq9146376,0005,10651,536,5
sq9146376,0006,10572,537,5
sq9146376,0007,10518,531,5
sq9146376,0008,10258,550,5
sq9146376,0009,10597,535,5
sq9146376,0010,8376,615,4
sq9146376,0011,10358,548,5
sq9146376,0012,10665,529,5
sq9146376,0013,10432,544,5
sq9146376,0014,8384,633,4
sq9146376,0015,8540,632,4
sq9146376,0016,8526,649,4
sq8796660,0001,7450,567,4
sq8796660,0002,9948,550,5
sq8796660,0003,10062,581,5
sq8796660,0004,9915,525,5
sq8796660,0005,8495,658,4
sq8796660,0006,8534,669,4
sq8796660,0007,8387,652,4
sq8796660,0008,8291,600,4
sq8796660,0009,9833,539,5
sq8796660,0010,10171,575,5
sq8796660,0011,10048,522,5
sq8796660,0012,10000,557,5
sq8796660,0013,6234,811,3
sq8796660,0014,6400,860,3
sq8796660,0015,8370,607,4
sq8796660,0016,10405,533,5
sq8796660,0017,10612,529,5
sq8796660,0018,8539,644,4
sq8796660,0019,8540,642,4
sq8796660,0020,8482,642,4
sq7114183,0001,6240,736,3
sq7114183,0002,8493,657,4
sq7114183,0003,8522,679,4
sq7114183,0004,8446,669,4
sq7114183,0005,8534,654,4
sq7114183,0006,8492,666,4
sq7114183,0007,6403,835,3
sq7114183,0008,6238,787,3
sq7114183,0009,8534,673,4
sq7114183,0010,8520,664,4
sq7114183,0011,8504,694,4
sq7114183,0012,6393,826,3
sq7114183,0013,8375,632,4
sq7114183,0014,8524,693,4
sq7114183,0015,8313,632,4
sq7114183,0016,8521,682,4
sq7114183,0017,8427,649,4
sq7114183,0018,8512,667,4
sq7114183,0019,8526,653,4
sq7114183,0020,8516,653,4
sq7114183,0021,8530,663,4
sq8461409,0001,10142,486,5
sq8461409,0002,10536,536,5
sq8461409,0003,10520,530,5
sq8461409,0004,10427,565,5
sq8461409,0005,10656,546,5
sq8461409,0006,10120,532,5
sq8461409,0007,10544,564,5
sq8461409,0008,10535,553,5
sq8461409,0009,8301,622,4
sq8461409,0010,8539,649,4
sq8461409,0011,10319,533,5
sq8461409,0012,10195,532,5
sq8556926,0001,10178,474,5
sq8556926,0002,10610,559,5
sq8556926,0003,10660,531,5
sq8556926,0004,10628,530,5
sq8556926,0005,10633,533,5
sq8556926,0006,10628,558,5
sq8556926,0007,10062,521,5
sq8556926,0008,10204,518,5
sq8556926,0009,10337,526,5
sq8556926,0010,10567,528,5
sq8556926,0011,10566,530,5
sq8556926,0012,10660,537,5
sq7123582,0001,8355,603,4
sq7123582,0002,9800,537,5
sq7123582,0003,9623,532,5
sq7123582,0004,9699,522,5
sq7123582,0005,10063,525,5
sq7123582,0006,10173,594,5
sq7123582,0007,8534,654,4
sq7123582,0008,7846,654,4
sq7123582,0009,10377,547,5
sq7123582,0010,10259,546,5
sq7123582,0011,8526,652,4
sq7123582,0012,8512,656,4
sq7123582,0013,8534,625,4
sq7123582,0014,8318,670,4
sq7123582,0015,8488,685,4
sq7123582,0016,8524,651,4
sq7123582,0017,8379,637,4
sq7123582,0018,8524,639,4
sq7123582,0019,8460,651,4
sq7123582,0020,8501,651,4
sq7123582,0021,8534,652,4
sq7123582,0022,8516,643,4
sq7123582,0023,8534,666,4
sq7123582,0024,8475,668,4
sq9961690,0001,10259,492,5
sq9961690,0002,11840,476,6
sq9961690,0003,11456,444,6
sq9961690,0004,10999,510,6
sq9961690,0005,10444,530,5
sq9961690,0006,8526,627,4
sq9961690,0007,11733,445,6
sq9961690,0008,12029,476,6
sq9961690,0009,11703,448,6
sq9961690,0010,12251,461,6
sq9961690,0011,12001,451,6
sq9961690,0012,12276,452,6
sq9961690,0013,12087,461,6
sq8088531,0001,8238,605,4
sq8088531,0002,9165,507,5
sq8088531,0003,10209,555,5
sq8088531,0004,10206,544,5
sq8088531,0005,8466,654,4
sq8088531,0006,8449,625,4
sq8088531,0007,9730,546,5
sq8088531,0008,10248,573,5
sq8088531,0009,10484,559,5
sq8088531,0010,10402,538,5
sq8088531,0011,9365,522,5
sq8088531,0012,8354,634,4
sq8088531,0013,10115,599,5
sq8088531,0014,12354,449,6
sq8088531,0015,10636,529,5
sq8088531,0016,10620,533,5
sq8088531,0017,10579,528,5
sq8088531,0018,10550,524,5
sq8806134,0001,8336,573,4
sq8806134,0002,10395,532,5
sq8806134,0003,10511,519,5
sq8806134,0004,10456,542,5
sq8806134,0005,8394,614,4
sq8806134,0006,8516,633,4
sq8806134,0007,8526,624,4
sq8806134,0008,8384,602,4
sq8806134,0009,10655,547,5
sq8806134,0010,10640,529,5
sq8806134,0011,8389,624,4
sq8806134,0012,10423,538,5
sq8806134,0013,8526,647,4
sq7127785,0001,8272,742,4
sq7127785,0002,8526,705,4
sq7127785,0003,8492,694,4
sq7127785,0004,8526,689,4
sq7127785,0005,8459,687,4
sq7127785,0006,8489,705,4
sq7127785,0007,8518,662,4
sq7127785,0008,8520,690,4
sq7127785,0009,8293,667,4
sq7127785,0010,8462,687,4
sq7127785,0011,2136,642,1
sq7127785,0012,8297,682,4
sq7127785,0013,8536,661,4
sq7127785,0014,8526,703,4
sq7127785,0015,8284,674,4
sq7127785,0016,8449,671,4
sq7127785,0017,2136,801,1
sq7127785,0018,8350,667,4
sq7127785,0019,8536,661,4
sq7127785,0020,8530,656,4
sq7127785,0021,8467,657,4
sq7127785,0022,8280,688,4
sq7127785,0023,8536,650,4
sq7127785,0024,4258,658,2
sq10372717,0001,7817,589,4
sq10372717,0002,10442,579,5
sq10372717,0003,10361,577,5
sq10372717,0004,10363,559,5
sq10372717,0005,10221,547,5
sq10372717,0006,8367,640,4
sq10372717,0007,8456,691,4
sq10372717,0008,8134,664,4
sq10372717,0009,8307,634,4
sq10372717,0010,9978,576,5
sq10372717,0011,9080,501,5
sq10372717,0012,10244,671,5
sq10372717,0013,9982,657,5
sq10372717,0014,8301,607,4
sq10372717,0015,8400,648,4
sq10372717,0016,8516,663,4
sq10372717,0017,9859,500,5
sq10372717,0018,10357,562,5
sq10372717,0019,10102,544,5
sq10372717,0020,10391,535,5
sq10372717,0021,10656,554,5
sq10372717,0022,10505,547,5
sq10372717,0023,10614,568,5
sq10372717,0024,10264,568,5
sq8806746,0001,10238,495,5
sq8806746,0002,10383,555,5
sq8806746,0003,10354,540,5
sq8806746,0004,10675,548,5
sq8806746,0005,10619,548,5
sq8806746,0006,6251,774,3
sq8806746,0007,6397,828,3
sq8806746,0008,8385,614,4
sq8806746,0009,10405,545,5
sq8806746,0010,10413,530,5
sq8806746,0011,10514,556,5
sq8806746,0012,10404,539,5
sq8806746,0013,10623,535,5
sq8806746,0014,10597,550,5
sq8806746,0015,10650,561,5
sq8509238,0001,8375,608,4
sq8509238,0002,10325,537,5
sq8509238,0003,9935,508,5
sq8509238,0004,9918,549,5
sq8509238,0005,10433,541,5
sq8509238,0006,10212,543,5
sq8509238,0007,10211,554,5
sq8509238,0008,10560,563,5
sq8509238,0009,8473,669,4
sq8509238,0010,9720,507,5
sq8509238,0011,9951,537,5
sq8509238,0012,10200,534,5
sq8509238,0013,10034,530,5
sq8509238,0014,9582,545,5
sq8509238,0015,6260,777,3
sq8509238,0016,6400,807,3
sq8509238,0017,8157,612,4
sq8509238,0018,10455,543,5
sq8509238,0019,11607,522,6
sq8509238,0020,10292,554,5
sq8509238,0021,10009,510,5
sq8509238,0022,6403,819,3
sq8509238,0023,8534,634,4
sq8509238,0024,8487,655,4
sq7284122,0001,8348,599,4
sq7284122,0002,10091,640,5
sq7284122,0003,8471,673,4
sq7284122,0004,9532,625,5
sq7284122,0005,10547,710,5
sq7284122,0006,10381,578,5
sq7284122,0007,8532,760,4
sq7284122,0008,6397,856,3
sq7284122,0009,8297,616,4
sq7284122,0010,10084,562,5
sq7284122,0011,10577,547,5
sq7284122,0012,8467,665,4
sq7284122,0013,10032,633,5
sq7284122,0014,6397,828,3
sq7284122,0015,4269,957,2
sq7284122,0016,8357,623,4
sq7284122,0017,10425,558,5
sq7284122,0018,10114,567,5
sq7284122,0019,10680,547,5
sq7284122,0020,10537,547,5
sq10414906,0001,8245,579,4
sq10414906,0002,10265,568,5
sq10414906,0003,10424,552,5
sq10414906,0004,8534,632,4
sq10414906,0005,8544,651,4
sq10414906,0006,8530,672,4
sq10414906,0007,8544,655,4
sq10414906,0008,6253,794,3
sq10414906,0009,8544,666,4
sq10414906,0010,8539,634,4
sq10414906,0011,8377,639,4
sq10414906,0012,10539,577,5
sq10414906,0013,10553,569,5
sq10414906,0014,10526,567,5
sq10414906,0015,10594,547,5
sq10414906,0016,8535,675,4
sq10414906,0017,8385,626,4
sq10414906,0018,10510,550,5
sq10414906,0019,9883,520,5
sq10414906,0020,10436,541,5
sq10414906,0021,10612,553,5
sq10414906,0022,8399,636,4
sq12772795,0001,8126,564,4
sq12772795,0002,10122,681,5
sq12772795,0003,9880,579,5
sq12772795,0004,10465,562,5
sq12772795,0005,10127,537,5
sq12772795,0006,8512,658,4
sq12772795,0007,8450,674,4
sq12772795,0008,8447,686,4
sq12772795,0009,8142,628,4
sq12772795,0010,9776,535,5
sq12772795,0011,10063,546,5
sq12772795,0012,10399,581,5
sq12772795,0013,10058,555,5
sq12772795,0014,8369,674,4
sq12772795,0015,8474,723,4
sq12772795,0016,8524,717,4
sq12772795,0017,8379,670,4
sq12772795,0018,10293,559,5
sq12772795,0019,9452,609,5
sq12772795,0020,9860,582,5
sq12772795,0021,10366,582,5
sq12772795,0022,8460,644,4
sq12772795,0023,8458,660,4
sq8806881,0001,10188,505,5
sq8806881,0002,10554,561,5
sq8806881,0003,10650,531,5
sq8806881,0004,10389,534,5
sq8806881,0005,10515,528,5
sq8806881,0006,10650,546,5
sq8806881,0007,10217,553,5
sq8806881,0008,10572,537,5
sq8806881,0009,10515,534,5
sq8806881,0010,10296,546,5
sq8806881,0011,10452,520,5
sq8806881,0012,10497,530,5
sq10328092,0001,8288,570,4
sq10328092,0002,10476,556,5
sq10328092,0003,10226,563,5
sq10328092,0004,10552,543,5
sq10328092,0005,8540,658,4
sq10328092,0006,8535,655,4
sq10328092,0007,8517,664,4
sq10328092,0008,8372,612,4
sq10328092,0009,6405,803,3
sq10328092,0010,10431,527,5
sq10328092,0011,10472,597,5
sq10328092,0012,10303,597,5
sq10328092,0013,8381,614,4
sq10328092,0014,8534,650,4
sq10328092,0015,8540,648,4
sq10328092,0016,8535,648,4
sq8075304,0001,9669,486,5
sq8075304,0002,10228,536,5
sq8075304,0003,12086,492,6
sq8075304,0004,10001,531,5
sq8075304,0005,10443,538,5
sq8075304,0006,10113,539,5
sq8075304,0007,8394,626,4
sq8075304,0008,8526,637,4
sq8075304,0009,8340,611,4
sq8075304,0010,8530,646,4
sq8075304,0011,8448,654,4
sq8075304,0012,10454,521,5
sq8075304,0013,11926,467,6
sq8075304,0014,12155,466,6
sq8075304,0015,6403,809,3
sq7300376,0001,6244,728,3
sq7300376,0002,10243,531,5
sq7300376,0003,8506,659,4
sq7300376,0004,10245,543,5
sq7300376,0005,8427,644,4
sq7300376,0006,8512,657,4
sq7300376,0007,8299,631,4
sq7300376,0008,10011,567,5
sq7300376,0009,9371,538,5
sq7300376,0010,10088,616,5
sq7300376,0011,8526,687,4
sq7300376,0012,8347,630,4
sq7300376,0013,8526,647,4
sq7300376,0014,10552,553,5
sq7300376,0015,10190,547,5
sq7300376,0016,10499,562,5
sq7300376,0017,8534,642,4
sq7300376,0018,8508,647,4
sq10307350,0001,8239,583,4
sq10307350,0002,10173,551,5
sq10307350,0003,10545,566,5
sq10307350,0004,10228,568,5
sq10307350,0005,10152,563,5
sq10307350,0006,8524,627,4
sq10307350,0007,8534,645,4
sq10307350,0008,8524,668,4
sq10307350,0009,8522,632,4
sq10307350,0010,9768,545,5
sq10307350,0011,8379,625,4
sq10307350,0012,10402,549,5
sq10307350,0013,10173,518,5
sq10307350,0014,10409,549,5
sq10307350,0015,10529,539,5
sq10307350,0016,8239,629,4
sq10307350,0017,8445,657,4
sq10307350,0018,8529,689,4
sq10307350,0019,8138,629,4
sq10307350,0020,10371,554,5
sq10307350,0021,10407,542,5
sq10307350,0022,10542,569,5
sq10307350,0023,9640,542,5
sq10307350,0024,10143,560,5
sq10307350,0025,10196,573,5
sq10307350,0026,8455,688,4
sq8807040,0001,8212,584,4
sq8807040,0002,9829,552,5
sq8807040,0003,9737,552,5
sq8807040,0004,10464,580,5
sq8807040,0005,9671,539,5
sq8807040,0006,8482,637,4
sq8807040,0007,8522,641,4
sq8807040,0008,8440,658,4
sq8807040,0009,8462,664,4
sq8807040,0010,7972,642,4
sq8807040,0011,8526,704,4
sq8807040,0012,8521,669,4
sq8807040,0013,8375,639,4
sq8807040,0014,10456,549,5
sq8807040,0015,10169,557,5
sq8807040,0016,10019,543,5
sq8807040,0017,10235,528,5
sq8807040,0018,8361,612,4
sq8807040,0019,10660,525,5
sq8807040,0020,10520,536,5
sq8807040,0021,10453,544,5
sq8807040,0022,10519,540,5
sq8807040,0023,8514,657,4
sq10381459,0001,8166,596,4
sq10381459,0002,10028,542,5
sq10381459,0003,10646,579,5
sq10381459,0004,9928,532,5
sq10381459,0005,9838,521,5
sq10381459,0006,8314,627,4
sq10381459,0007,8496,654,4
sq10381459,0008,7910,602,4
sq10381459,0009,10410,543,5
sq10381459,0010,10311,544,5
sq10381459,0011,9531,517,5
sq10381459,0012,9962,543,5
sq10381459,0013,9908,505,5
sq10381459,0014,10361,537,5
sq10381459,0015,10173,541,5
sq10381459,0016,10474,542,5
sq10381459,0017,10390,540,5
sq8807667,0001,9762,472,5
sq8807667,0002,10610,560,5
sq8807667,0003,10557,542,5
sq8807667,0004,11757,453,6
sq8807667,0005,8530,671,4
sq8807667,0006,10365,510,5
sq8807667,0007,10450,537,5
sq8807667,0008,10241,555,5
sq8807667,0009,10551,555,5
sq8807667,0010,10452,556,5
sq8807667,0011,10272,526,5
sq8807667,0012,10511,538,5
sq8807667,0013,10272,517,5
sq8807667,0014,10245,543,5
sq8807667,0015,10557,559,5
sq8807667,0016,10603,542,5
sq7249986,0001,6039,797,3
sq7249986,0002,8325,672,4
sq7249986,0003,7897,687,4
sq7249986,0004,8526,672,4
sq7249986,0005,8336,694,4
sq7249986,0006,8145,693,4
sq7249986,0007,6402,851,3
sq7249986,0008,6256,830,3
sq7249986,0009,6187,832,3
sq7249986,0010,7973,707,4
sq7249986,0011,6408,815,3
sq7249986,0012,8008,684,4
sq7249986,0013,8192,681,4
sq7249986,0014,8230,662,4
sq7249986,0015,8503,674,4
sq7249986,0016,7805,651,4
sq7249986,0017,8046,711,4
sq7249986,0018,8078,678,4
sq7249986,0019,8448,667,4
sq7249986,0020,8309,716,4
sq7249986,0021,7218,626,4
sq7249986,0022,8421,693,4
sq7249986,0023,8390,668,4
sq7249986,0024,8484,657,4
sq7249986,0025,8187,720,4
sq15049456,0001,8068,558,4
sq15049456,0002,10059,561,5
sq15049456,0003,10038,545,5
sq15049456,0004,10557,560,5
sq15049456,0005,10187,543,5
sq15049456,0006,10288,546,5
sq15049456,0007,9713,547,5
sq15049456,0008,10359,567,5
sq15049456,0009,8379,635,4
sq15049456,0010,10230,549,5
sq15049456,0011,10163,534,5
sq15049456,0012,9470,534,5
sq15049456,0013,8458,702,4
sq15049456,0014,9482,507,5
sq15049456,0015,10384,559,5
sq15049456,0016,8349,678,4
sq15049456,0017,10153,545,5
sq15049456,0018,10200,574,5
sq15049456,0019,10457,553,5
sq15049456,0020,10246,559,5
sq15049456,0021,9715,568,5
sq15049456,0022,8501,670,4
sq15049456,0023,8514,657,4
sq15049456,0024,8438,636,4
sq8455808,0001,8380,595,4
sq8455808,0002,10226,557,5
sq8455808,0003,10605,568,5
sq8455808,0004,10249,547,5
sq8455808,0005,10538,536,5
sq8455808,0006,9909,527,5
sq8455808,0007,10315,531,5
sq8455808,0008,10545,545,5
sq8455808,0009,8544,639,4
sq8455808,0010,8522,659,4
sq8455808,0011,8377,619,4
sq8455808,0012,8531,640,4
sq8455808,0013,8536,630,4
sq8455808,0014,8372,625,4
sq8455808,0015,10356,557,5
sq8455808,0016,10144,526,5
sq8455808,0017,10453,536,5
sq8455808,0018,10277,533,5
sq8455808,0019,8540,647,4
sq8455808,0020,8530,637,4
sq8455808,0021,8361,611,4
sq8455808,0022,9833,520,5
sq8455808,0023,10588,540,5
sq8455808,0024,10410,536,5
sq8455808,0025,10115,542,5
sq8455808,0026,8527,658,4
sq10313029,0001,8146,585,4
sq10313029,0002,10403,552,5
sq10313029,0003,10616,540,5
sq10313029,0004,10375,543,5
sq10313029,0005,8530,661,4
sq10313029,0006,8516,655,4
sq10313029,0007,8530,652,4
sq10313029,0008,8397,637,4
sq10313029,0009,8168,623,4
sq10313029,0010,10036,550,5
sq10313029,0011,9925,599,5
sq10313029,0012,9622,503,5
sq10313029,0013,9876,542,5
sq10313029,0014,8068,638,4
sq10313029,0015,8526,651,4
sq10313029,0016,10608,604,5
sq10313029,0017,10392,585,5
sq10313029,0018,9318,539,5
sq10313029,0019,9747,519,5
sq10313029,0020,8520,700,4
sq10313029,0021,8534,650,4
sq7577795,0001,7848,572,4
sq7577795,0002,10386,580,5
sq7577795,0003,10335,550,5
sq7577795,0004,9999,536,5
sq7577795,0005,10261,552,5
sq7577795,0006,10336,567,5
sq7577795,0007,9831,515,5
sq7577795,0008,8210,625,4
sq7577795,0009,10351,568,5
sq7577795,0010,10361,541,5
sq7577795,0011,10615,569,5
sq7577795,0012,8372,643,4
sq7577795,0013,10544,542,5
sq7577795,0014,10349,547,5
sq7577795,0015,10258,558,5
sq7577795,0016,9931,535,5
sq7577795,0017,10643,580,5
sq7577795,0018,10442,589,5
sq7577795,0019,8544,697,4
sq7577795,0020,8496,728,4
sq12701461,0001,7610,567,4
sq12701461,0002,10166,521,5
sq12701461,0003,10531,583,5
sq12701461,0004,9987,529,5
sq12701461,0005,9108,496,5
sq12701461,0006,9250,508,5
sq12701461,0007,8534,660,4
sq12701461,0008,8516,641,4
sq12701461,0009,8325,651,4
sq12701461,0010,8332,629,4
sq12701461,0011,8340,663,4
